company_name,url
bitly,https://www.g2.com/products/bitly/reviews
golinks,https://www.g2.com/products/golinks/reviews
bl.ink,https://www.g2.com/products/bl-ink/reviews
rebrandly,https://www.g2.com/products/rebrandly/reviews
tinyurl,https://www.g2.com/products/tinyurl/reviews
